data_execucao,fonte,empresa,numero_pncp,modalidade,orgao,objeto,valor_estimado,data_encerramento,dias_restantes,municipio,uf,link
2026-07-27 13:50,empresa,Drogaria Costa & Costa de Barbacena,19876424000142-1-000077/2026,Pregão - Eletrônico,MUNICIPIO DE IPATINGA,Aquisição de medicamentos de uso veterinário para uso na Seção de Controle de Zoonoses no atendimento e castrações dos animais.,174265.52,2026-08-12,16,Ipatinga,MG,https://pncp.gov.br/app/editais/19876424000142/2026/77
2026-07-27 13:50,empresa,Drogaria Costa & Costa de Barbacena,20920575000130-1-000021/2026,Pregão - Eletrônico,MUNICIPIO DE PAINS,"REGISTRO DE PREÇOS PARA, EVENTUAL OU FUTURA, AQUISIÇÃO DE
MEDICAMENTOS, DIETAS E SUPLEMENTOS ALIMENTARES PARA ATENDER A
DEMANDA DA SECRETARIA MUNICIPAL DE SAÚDE DE PAINS/MG.",2122421.22,2026-08-03,7,Pains,MG,https://pncp.gov.br/app/editais/20920575000130/2026/21
2026-07-27 13:50,empresa,Drogaria Costa & Costa de Barbacena,18259390000184-1-000011/2026,Pregão - Eletrônico,MUNICIPIO DE INDIANOPOLIS,"[LICITANET] - Aquisição de medicamentos e insumos de uso veterinário destinados à execução das ações do Programa Municipal ""Indianópolis Amiga dos Animais"", instituído pelo Decreto Municipal nº 4.618 de 22 de junho de 2026, na modalidade Pregão Eletrônico pelo Sistema de Registro de Preço, conforme especificações e quantidades constantes no anexo I Termo de Referência, parte integrante do edital.",128310.18,2026-08-11,15,Indianópolis,MG,https://pncp.gov.br/app/editais/18259390000184/2026/11
2026-07-27 13:50,empresa,Drogaria Costa & Costa de Barbacena,18243287000146-1-000097/2026,Pregão - Eletrônico,MUNICIPIO DE CARMO DO RIO CLARO,"Registro de Preços para Futura e Eventual Aquisição de Medicamentos Destinados ao Fornecimento para Pacientes do Município de Carmo do Rio Claro/MG, Conforme Determinações Judiciais",118940.74,2026-08-04,8,Carmo do Rio Claro,MG,https://pncp.gov.br/app/editais/18243287000146/2026/97
2026-07-27 13:50,empresa,Drogaria Costa & Costa de Barbacena,15126437000305-1-002645/2026,Pregão - Eletrônico,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,"MEDICAMENTOS SÓLIDOS E LIQUIDOS - PARTE II. Pregão 39/2026. Unidade Gestora: 156654. Itens licitados 72. 
Entrega das Propostas: a partir de 22/07/2026 às 08h00 no site www.gov.br/compras. Abertura das Propostas: 18/08/2026 às 08h30 no site www.gov.br/compras",,2026-08-18,22,Uberlândia,MG,https://pncp.gov.br/app/editais/15126437000305/2026/2645
2026-07-27 13:50,empresa,Drogaria Costa & Costa de Barbacena,18557595000146-1-000094/2026,Pregão - Eletrônico,MUNICIPIO DE LAGOA DOURADA,"Registro de Preços para futura e eventual aquisição de medicamentos do Componente Básico da Assistência Farmacêutica para abastecimento da Farmácia de Minas, bem como de medicamentos destinados ao cumprimento de ordens judiciais",325855.79,2026-08-04,8,Lagoa Dourada,MG,https://pncp.gov.br/app/editais/18557595000146/2026/94
2026-07-27 13:50,empresa,Drogaria Costa & Costa de Barbacena,18260489000104-1-000054/2026,Dispensa de Licitação,MUNICIPIO DE TUPACIGUARA,"[Publicenter] - AQUISIÇÃO DE MEDICAMENTOS E INSUMOS VETERINÁRIOS PARA SUPRIR A DEMANDA DO SETOR DE EPIDEMIOLOGIA E SETOR DE ZOONOSE E SEUS SETORES, CONFORME CONDIÇÕES E EXIGÊNCIAS ESTABELECIDAS EM DFD.",47918.64,2026-08-04,8,Tupaciguara,MG,https://pncp.gov.br/app/editais/18260489000104/2026/54
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,18317685000160-1-000025/2026,Pregão - Eletrônico,MUNICIPIO DE BARAO DE COCAIS,"Contratação de empresa para prestação de serviços de licença e locação de software de gestão educacional, bem como implantação, instalação, configuração, migração dos dados do Censo Escolar, treinamento dos servidores, suporte técnico e manutenção mensal que garantam as alterações legais, corretivas e/ou evolutivas do software, em atendimento à Secretaria Municipal de Educação do Município de Barão de Cocais/MG.",,2026-08-06,10,Barão de Cocais,MG,https://pncp.gov.br/app/editais/18317685000160/2026/25
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,19770288000101-1-000054/2026,Pregão - Eletrônico,MUNICIPIO DE ALVARENGA,AQUISIÇÃO DE VEÍCULO PARA TRANSPORTE ESCOLAR DENTRO DO “PROGRAMA FORTALECIMENTO DAS ESCOLAS MUNICIPAIS” COM RECURSOS DO CONVÊNIO SEE Nº. 1261000772/2026 CELEBRADO COM A SECRETARIA DE ESTADO DE EDUCAÇÃO E O MUNICÍPIO DE ALVARENGA.,721225.0,2026-08-04,8,Alvarenga,MG,https://pncp.gov.br/app/editais/19770288000101/2026/54
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,18602052000101-1-000040/2026,Pregão - Eletrônico,MUNICIPIO DE GUIMARANIA,"[LICITANET] - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE LICENCIAMENTO DE DIREITO DE USO DE SOFTWARE INTEGRADO PARA GESTÃO DE SAÚDE PÚBLICA, PARA ATENDER AS DEMANDAS E NECESSIDADE DA SECRETÁRIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE GUIMARÂNIA, INCLUINDO SERVIÇOS DE IMPLANTAÇÃO, CONVERSÃO, MIGRAÇÃO DE DADOS, SUPORTE TÉCNICO (HELP DESK) IN LOCO E REMOTO, TREINAMENTO DE USUÁRIOS, MANUTENÇÃO EVOLUTIVA, LEGAL, CORRETIVA E SOB DEMANDA E A DISPONIBILIZAÇÃO DE DATACENTER DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS.",193200.0,2026-08-03,7,Guimarânia,MG,https://pncp.gov.br/app/editais/18602052000101/2026/40
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,17847641000189-1-000129/2026,Pregão - Eletrônico,MUNICIPIO DE BOTELHOS,"Aquisição de três veículos automotores novos (zero quilômetro), tipo minivan, com capacidade para 07 (sete) lugares, destinados à composição da frota da Secretaria Municipal de Saúde, incluindo plotagem (envelopamento) conforme padrão de identidade visual do Estado de Minas Gerais, mediante a utilização de recursos estaduais oriundos das Resoluções nº 9.334/2024, nº 9.867/2024 e nº 10.088/2025.",438428.94,2026-08-12,16,Botelhos,MG,https://pncp.gov.br/app/editais/17847641000189/2026/129
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,18301010000122-1-000137/2026,Pregão - Eletrônico,MUNICIPIO DE DORES DO INDAIA,"AQUISIÇÃO DE MOBILIÁRIO, EQUIPAMENTOS E MATERIAIS PERMANENTES PARA A ESTRUTURAÇÃO DA REDE SOCIOASSISTENCIAL DO MUNICÍPIO, PARA ATENDIMENTO DAS ENTIDADES “VILA VICENTINA” (“DISPENSÁRIO DOS POBRES DE DORES DO INDAIÁ”) E “FAEDI” (“FUNDAÇÃO ASSISTENCIAL E EDUCACIONAL DE DORES DO INDAIÁ”), CONFORME ESPECIFICAÇÕES CONSTANTES NESTE INSTRUMENTO, COM RECURSOS FEDERAIS ORIUNDOS DE EMENDA PARLAMENTAR, VINCULADA À PROGRAMAÇÃO SIGTV Nº 312320520230002, DE ACORDO COM AS ESPECIFICAÇÕES DESTE EDITAL.",105248.48,2026-08-11,15,Dores do Indaiá,MG,https://pncp.gov.br/app/editais/18301010000122/2026/137
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,18338202000103-1-000050/2026,Pregão - Eletrônico,MUNICIPIO DE OLARIA,"[Portal de Compras Públicas] - O objeto da presente licitação é a Contratação de empresa especializada visando a PRESTAÇÃO DE SERVIÇOS DE LICENCIAMENTO DE USO TEMPORÁRIO E MENSAL, POR PRAZO DETERMINADO, DE SISTEMA INTEGRADO DE GESTÃO EM SAÚDE PÚBLICA, PARA ATENDIMENTO À DIVERSAS ÁREAS DA SECRETARIA MUNICIPAL DE SAÚDE, DESENVOLVIDO PARA FUNCIONAMENTO EM AMBIENTE WEB E HOSPEDAGEM EM NUVEM, COM CONVERSÃO E MIGRAÇÃO DAS BASES DE DADOS EXISTENTES, EM CONFORMIDADE COM A LGPD (LEI GERAL DE PROTEÇÃO DE DADOS), INCLUINDO OS SERVIÇOS DE CONFIGURAÇÃO, PARAMETRIZAÇÃO, IMPLANTAÇÃO, TREINAMENTO, MANUTENÇÃO CORRETIVA E ADAPTATIVA, SUPORTE TÉCNICO REMOTO E MANUTENÇÃO EVOLUTIVA (PERFECTIVA) PARA ADAPTAÇÃO DO SISTEMA INTEGRADO ÀS NECESSIDADES DA SECRETARIA, GARANTINDO O ACRÉSCIMO DE QUALIDADE NO ATENDIMENTO AO MUNÍCIPE de Olaria, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.",47800.08,2026-08-06,10,Olaria,MG,https://pncp.gov.br/app/editais/18338202000103/2026/50
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,18244343000167-1-000101/2026,Pregão - Eletrônico,MUNICIPIO DE PERDOES,"Aquisição de veículos escolares destinados ao transporte de alunos das redes municipal e estadual de ensino, em atendimento às necessidades da Secretaria Municipal de Educação do Município de Perdões/MG, por meio dos recursos provenientes do Convênio nº 1261001316/2026, celebrado no âmbito do Programa Fortalecimento, cujo objeto é a aquisição de veículos para o transporte escolar",,2026-08-03,7,Perdões,MG,https://pncp.gov.br/app/editais/18244343000167/2026/101
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,64487614000122-1-000119/2026,Pregão - Eletrônico,MUNICIPIO DE JUATUBA,"Prestação de Serviços de empresa especializada, por um período de 60 meses, para fornecimento de solução integrada de gestão pública municipal em ambiente web, compreendendo locação de licenças de uso de softwares nativos de plataforma web, sem limitação de usuários, incluindo serviços de implantação, migração de dados, parametrização, configuração, treinamento de usuários, suporte técnico, manutenção corretiva, legal e evolutiva, hospedagem em data center, bem como",4039801.65,2026-08-07,11,Juatuba,MG,https://pncp.gov.br/app/editais/64487614000122/2026/119
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,18385088000172-1-000111/2026,Pregão - Eletrônico,MUNICIPIO DE MANHUACU,"Contratação de empresa especializada na prestação de serviços técnicos continuados de consultoria e assessoria à Secretaria Municipal de Cultura e Turismo do Município de Manhuaçu/MG, nas áreas de Turismo, Patrimônio Cultural e Leis de Incentivo à Cultura",,2026-08-05,9,Manhuaçu,MG,https://pncp.gov.br/app/editais/18385088000172/2026/111
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,19875046000182-1-000093/2026,Pregão - Eletrônico,MUNICIPIO DE CORONEL FABRICIANO,"Registro de Preços, para eventual e futura aquisição de gêneros alimentícios, tipo confeitaria “guloseimas”, para atender às demandas quando da realização de eventos institucionais internos e externos, em datas comemorativas previamente determinadas pelo calendário anual e institucional, como capacitações e atividades administrativas, em atendimento à Secretaria de Governança da Saúde, Secretaria de Governança Educacional e Cultura e Secretaria de Governança de Assistência Social, tendo como fonte de receita, Transferência Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal, Transferência Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual e Recursos Não Vinculados de Impostos.",,2026-08-04,8,Coronel Fabriciano,MG,https://pncp.gov.br/app/editais/19875046000182/2026/93
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,25970260000110-1-000063/2026,Pregão - Eletrônico,MUNICIPIO DE VIRGINIA,"“Fornecimento de materiais e equipamentos esportivos destinados ao desenvolvimento das atividades esportivas, recreativas e de promoção da saúde promovidas pela Secretaria Municipal de Esportes, visando atender às necessidades dos projetos esportivos, programas de incentivo à prática de atividades físicas, treinamentos, eventos, competições e demais ações desenvolvidas pelo Município, em conformidade com as especificações, quantitativos e demais condições estabelecidas no Termo de Referência.”",51298.54,2026-08-03,7,Virgínia,MG,https://pncp.gov.br/app/editais/25970260000110/2026/63
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,18677591000100-1-000157/2026,Concorrência - Eletrônica,MUNICIPIO DE EXTREMA,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE PROJETO, INSTALAÇÃO E OPERAÇÃO DE SISTEMA DE GERAÇÃO DE ENERGIA SOLAR FOTOVOLTAICA, CONECTADO À REDE, COMPREENDENDO A ELABORAÇÃO DO PROJETO EXECUTIVO, A APROVAÇÃO DESTE JUNTO À CONCESSIONÁRIA DE ENERGIA, O FORNECIMENTO, MONTAGEM, COMISSIONAMENTO E ATIVAÇÃO DE TODOS OS EQUIPAMENTOS E MATERIAIS, A EFETIVAÇÃO DO ACESSO JUNTO À CONCESSIONÁRIA DE ENERGIA, O TREINAMENTO E SUPORTE TÉCNICO, OPERAÇÃO E MANUTENÇÃO DO SISTEMA INSTALADO NA CIDADE DE EXTREMA MG.",11160153.87,2026-09-04,39,Extrema,MG,https://pncp.gov.br/app/editais/18677591000100/2026/157
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,18094854000140-1-000048/2026,Concorrência - Eletrônica,MUNICIPIO DE SANTA BARBARA DO TUGURIO,"Contratação de empresa para construção de unidades habitacionais em áreas urbanas com recursos do fundo nacional de habitação de interesse social (FNHIS) no município de Santa Bárbara do Tugúrio, conforme especificações e condições estabelecidas neste edital e seus anexos",3094835.36,2026-08-20,24,Santa Bárbara do Tugúrio,MG,https://pncp.gov.br/app/editais/18094854000140/2026/48
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,17309790000194-1-000104/2026,Concorrência - Eletrônica,DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER-MG,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE CONSULTORIA TÉCNICA, COM VISTAS À ANÁLISE, ORGANIZAÇÃO E SISTEMATIZAÇÃO DE INFORMAÇÕES, BEM COMO À ELABORAÇÃO DE RELATÓRIOS E PRODUTO",35828332.8,2026-09-17,52,Belo Horizonte,MG,https://pncp.gov.br/app/editais/17309790000194/2026/104
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,18132449000179-1-000094/2026,Concorrência - Eletrônica,MUNICIPIO DE VICOSA,"Contratação de empresa especializada para elaboração dos projetos executivos e execução das obras implantação do novo sistema de abastecimento de água – ETA III -Turvo Limpo – VIÇOSA/MG, em regime de contratação Semi-Integrada, com recursos do novo PAC",35811391.46,2026-08-20,24,Viçosa,MG,https://pncp.gov.br/app/editais/18132449000179/2026/94
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,18137927000133-1-000081/2026,Concorrência - Eletrônica,MUNICIPIO DE VISCONDE DO RIO BRANCO,Contraçaõ de empers especializada para prestação de serviços técnicos de assessoria e consultoria tributária.,257974.8,2026-08-19,23,Visconde do Rio Branco,MG,https://pncp.gov.br/app/editais/18137927000133/2026/81
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,16781346000104-1-000126/2026,Concorrência - Eletrônica,MUNICIPIO DE PIUMHI,"[LICITANET] - Contratação de empresa especializada para execução de obra de construção de Quadra Poliesportiva, modelo 1 - 1144 m2, vinculada ao CMEI Jordão Soares da Silva, na Rua Dr. José Poppe - Bairro Nova Esperança, no Município de Piumhi/MG, destinada ao atendimento de alunos da rede municipal de ensino, conforme descrito no plano de aplicação de recursos - Programa Fortalecimento das Escolas Municipais, nos termos do Convênio Nº 1261000421/2026 firmado com a Secretaria de Estado De Educação – SEE.",1535246.69,2026-08-12,16,Piumhi,MG,https://pncp.gov.br/app/editais/16781346000104/2026/126
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,16781346000104-1-000127/2026,Concorrência - Eletrônica,MUNICIPIO DE PIUMHI,"[LICITANET] - Contratação de empresa especializada para execução de obras de construção de Quadra Poliesportiva, modelo 3 - 504 m2, vinculada aos CMEIs André Mourão e Reynaldo Avelar, no Município de Piumhi/MG, destinada ao atendimento de alunos da rede municipal de ensino, conforme descrito no plano de aplicação de recursos - Programa Fortalecimento das Escolas Municipais, nos termos do Convênio Nº 1261000403/2026 firmado com a Secretaria de Estado De Educação – SEE.",809143.05,2026-08-13,17,Piumhi,MG,https://pncp.gov.br/app/editais/16781346000104/2026/127
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,16781346000104-1-000128/2026,Concorrência - Eletrônica,MUNICIPIO DE PIUMHI,"[LICITANET] - Contratação de empresa especializada para execução de obras de construção de Quadra Poliesportiva, modelo 1 – 1.144 m2, vinculada a Escola Municipal Ludgero Lima Arantes no bairro Nova Piumhi no Município de Piumhi/MG, destinada ao atendimento de alunos da rede municipal de ensino, conforme descrito no plano de aplicação de recursos - Programa Fortalecimento das Escolas Municipais, nos termos do Convênio Nº 1261000751/2026 firmado com a Secretaria de Estado De Educação – SEE.",1535246.69,2026-08-14,18,Piumhi,MG,https://pncp.gov.br/app/editais/16781346000104/2026/128
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,19875046000182-1-000086/2026,Concorrência - Eletrônica,MUNICIPIO DE CORONEL FABRICIANO,"Contratação de empresa, para prestação de serviços orientados ao planejamento, a implementação, a manutenção, capacitação e ao suporte técnico e operacional, assim como o fornecimento de equipamentos, materiais e soluções tecnológicas, todos de forma integrada, para construção e operacionalização de uma rede de transporte de dados metropolitana (RTDM), interligando o prédio sede da Prefeitura de Coronel Fabriciano a pontos de acesso, corporativos ou públicos, localizados nos limites geográficos do Município de Coronel Fabriciano/MG, além do provimento de link dedicado de acesso à internet mundial e a rede nacional de pesquisa (RNP), englobando ainda, o fornecimento de garantias técnicas e o estabelecimento de acordo de níveis de serviço, para atender as demandas de todas as secretarias e demais órgãos que integram a Administração Municipal, tendo como fonte de receita, Recursos não Vinculados de Impostos.",1829804.21,2026-08-27,31,Coronel Fabriciano,MG,https://pncp.gov.br/app/editais/19875046000182/2026/86
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,00508903000188-1-001271/2026,Concorrência - Eletrônica,JUSTICA FEDERAL DE PRIMEIRA INSTANCIA,"Contratação de empresa especializada de engenharia para prestação de serviços de fiscalização, assistência e consultoria, técnica e operacional e controle da elaboração de projetos de arquitetura e engenharia, sobre o serviço de elaboração de projetos elétricos e projetos complementares para subsidiar a Administração na aquisição e instalação de Grupo Gerador, Nobreak predial e Barramentos Blindados para o Edifício Oscar Dias Corrêa (ODC).",42378.96,2026-08-17,21,Belo Horizonte,MG,https://pncp.gov.br/app/editais/00508903000188/2026/1271
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,19875046000182-1-000088/2026,Concorrência - Eletrônica,MUNICIPIO DE CORONEL FABRICIANO,"Contratação de empresa especializada para elaboração de plano de manejo da área de proteção ambiental Serra dos Cocais em atendimento à Secretaria de Governança de Planejamento, Meio Ambiente e Habilitação, tendo como fonte de receita, Recursos não Vinculados de Impostos.",556320.0,2026-08-31,35,Coronel Fabriciano,MG,https://pncp.gov.br/app/editais/19875046000182/2026/88
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,23098510000149-1-000046/2026,Concorrência - Eletrônica,MUNICIPIO DE ARAPORA,"[LICITANET] - Contratação de empresa especializada para execução das obras de recapeamento asfáltico em CBUQ, sinalização vertical e horizontal na Rua das Palmeiras, no Bairro Jardim das Palmeiras, no Município de Araporã-MG, com recursos de transferência Federal via Ministério das Cidades, através de contrato de repasse OGU PM ARAPORÃ 985047/2025, conforme especificações contidas no Termo de Referência, Projeto básico, Planilha orçamentária, memorial descritivo, memorial de cálculo, cronograma físico-financeiro.",411828.78,2026-08-03,7,Araporã,MG,https://pncp.gov.br/app/editais/23098510000149/2026/46
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,18241778000158-1-000027/2026,Concorrência - Eletrônica,MUNICIPIO DE SAO JOAO BATISTA DO GLORIA,"[LICITANET] - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA AMPLIAÇÃO DO SISTEMA DE ABASTECIMENTO DE ÁGUA URBANA NO MUNICÍPIO DE SÃO JOÃO BATISTA DO GLÓRIA, com intuito de atender às necessidades da Secretaria de Infraestrutura deste município, com recursos provenientes do TERMO DE COMPROMISSO Nº. 968724/2024 JUNTO AO MINISTÉRIO DAS CIDADES/CAIXA ECONÔMICA FEDERAL.",,2026-08-10,14,São João Batista do Glória,MG,https://pncp.gov.br/app/editais/18241778000158/2026/27
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,17899717000110-1-000116/2026,Concorrência - Eletrônica,MUNICIPIO DE ARCEBURGO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA RESTAURAÇÃO E ADEQUAÇÃO DO PARQUE AMBIENTAL FRANCISCA STOCHI LUZ DA COSTA,COM RECURSOS DO FUNDO ESTADUAL DE CULTURA - FEC, EDITAL Nº 007/2025 - RESTAURA MINAS.",512336.37,2026-08-04,8,Arceburgo,MG,https://pncp.gov.br/app/editais/17899717000110/2026/116
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,18423582000184-1-000091/2026,Concorrência - Eletrônica,SERVICO AUTONOMO DE AGUA E ESGOTO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS TÉCNICOS EM CONSULTORIA ORGANIZACIONAL, VISANDO À REFORMULAÇÃO DO PLANO DE CARGOS, CARREIRAS E SALÁRIOS (PCCS) DO SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO (SAAE) DE LAGOA DA PRATA/MG, ABRANGENDO TODO O CORPO DE SERVIDORES EFETIVOS DA AUTARQUIA.

A ESTIMATIVA DE QUANTIDADE BASEIA-SE NAS ENTREGAS E ETAPAS ESPERADAS AO LONGO DOS 180 DIAS DE EXECUÇÃO CONTRATUAL, SENDO PREVISTAS AS SEGUINTES ATIVIDADES:
1 (UMA) PROPOSTA METODOLÓGICA INICIAL, CONTENDO PLANO DE TRABALHO DETALHADO.
1 (UM) DIAGNÓSTICO SITUACIONAL COMPLETO, INCLUINDO LEVANTAMENTO DOS CARGOS EXISTENTES, ANÁLISE DAS ATRIBUIÇÕES, DISTORÇÕES SALARIAIS E ESTRUTURA ATUAL.
2 (DUAS) REUNIÕES PRESENCIAIS COM A DIRETORIA E REPRESENTANTES DO RH PARA ALINHAMENTO INICIAL E APRESENTAÇÃO DO DIAGNÓSTICO.
1 (UMA) PROPOSTA PRELIMINAR DO NOVO PCCS, COM DESCRIÇÃO DE CARGOS, CRITÉRIOS DE PROGRESSÃO E PROMOÇÃO, ESTRUTURA REMUNERATÓRIA E MATRIZ DE COMPETÊNCIAS.
1 (UM) ESTUDO DE IMPACTO ORÇAMENTÁRIO-FINANCEIRO COM SIMULAÇÕES.
1 (UMA) MINUTA DE PROJETO DE LEI, APTA À SUBMISSÃO AO EXECUTIVO E À CÂMARA MUNICIPAL.
1 (UM) MANUAL DE IMPLEMENTAÇÃO, COM ORIENTAÇÕES PRÁTICAS PARA O RH.
1 (UMA) APRESENTAÇÃO FINAL PÚBLICA AOS SERVIDORES, CONFORME CRONOGRAMA.

REQUISITOS DA CONTRATAÇÃO:
A EMPRESA CONTRATADA DEVERÁ POSSUIR COMPROVADA EXPERIÊNCIA NA ELABORAÇÃO DE PLANOS DE CARGOS, CARREIRAS E SALÁRIOS PARA ÓRGÃOS DA ADMINISTRAÇÃO PÚBLICA, ESPECIALMENTE EM AUTARQUIAS OU EMPRESAS PÚBLICAS MUNICIPAIS.

ESSA EXPERIÊNCIA DEVERÁ SER DEMONSTRADA POR MEIO DE ATESTADOS DE CAPACIDADE TÉCNICA, EMITIDOS POR ENTES PÚBLICOS QUE TENHAM RECEBIDO SERVIÇOS SIMILARES.

A CONTRATADA DEVERÁ APRESENTAR UMA EQUIPE TÉCNICA MULTIDISCIPLINAR, COMPOSTA, NO MÍNIMO, POR:

- 01 CONSULTOR NA ÁREA DE ADMINISTRAÇÃO, ADMINISTRADOR, REGISTRADO NO CONSELHO REGIONAL DE ADMINISTRAÇÃO – CRA. PÓS GRADUADO NA ÁREA DE RECURSOS HUMANOS OU GESTÃO DE PESSOAS;

- 01 CONSULTOR NA ÁREA DO DIREITO, ADVOGADO, DEVIDAMENTE REGISTRADO NA OAB, JUNTAMENTE COM APRESENTAÇÃO DE CERTIFICADO OU DECLARAÇÃO DE CONCLUSÃO DE CURSO DE ESPECIALIZAÇÃO/PÓS-GRADUAÇÃO EM DIREITO ADMINISTRATIVO E/OU DIREITO PÚBLICO, E /OU DIREITO DO TRABALHO;

- 01 CONSULTOR NA ÁREA CONTÁBIL, CONTADOR, DEVIDAMENTE REGISTRADO NO CRC - CONSELHO REGIONAL DE CONTABILIDADE.

- A METODOLOGIA DE TRABALHO DEVERÁ SER CLARA E COMPATÍVEL COM OS PRINCÍPIOS DA ADMINISTRAÇÃO PÚBLICA: TRANSPARÊNCIA, PARTICIPAÇÃO DOS SERVIDORES, EQUIDADE E SUSTENTABILIDADE FINANCEIRA. 


TODAS AS ENTREGAS DEVERÃO SER REALIZADAS EM FORMATO DIGITAL E FÍSICO, COM LINGUAGEM CLARA E TÉCNICA, COMPATÍVEL COM OS PRINCÍPIOS DA ADMINISTRAÇÃO PÚBLICA.

TODOS OS SERVIÇOS DEVERÃO SER PRESTADOS COM BASE EM CRITÉRIOS TÉCNICOS, LEGAIS E ADMINISTRATIVOS VIGENTES, OBSERVANDO AS BOAS PRÁTICAS DE GESTÃO PÚBLICA, EM CONFORMIDADE COM A LEGISLAÇÃO MUNICIPAL, ESTADUAL E FEDERAL APLICÁVEL.",112386.6,2026-09-08,43,Lagoa da Prata,MG,https://pncp.gov.br/app/editais/18423582000184/2026/91
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,18423582000184-1-000092/2026,Concorrência - Eletrônica,SERVICO AUTONOMO DE AGUA E ESGOTO,"Prestação de Serviços Técnicos em Consultoria Organizacional, visando a reformulação do Plano de Cargos, Carreiras e Salários (PCCS) do Serviço Autônomo de Água e Esgoto – SAAE, abrangendo diagnóstico institucional, redesenho de estrutura funcional, proposta de critérios de progressão e  promoção, estudo de impacto orçamentário e financeiro e elaboração de minuta de projeto de lei.",112386.6,2026-09-08,43,Lagoa da Prata,MG,https://pncp.gov.br/app/editais/18423582000184/2026/92
2026-07-27 13:50,empresa,J.L. TREINAMENTOS E CONSULTORIA LTDA,17309790000194-1-000119/2026,Concorrência - Eletrônica,DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER-MG,"Consultoria técnica de apoio à gestão de OAEs, compreendendo capacitação e treinamento das equipes do DER-MG, verificação técnica independente das vistorias executadas em contrato diverso e apoio à",19245276.8,2026-09-10,45,Belo Horizonte,MG,https://pncp.gov.br/app/editais/17309790000194/2026/119
